大專院校名稱,補助計畫摘要,補助計畫,補助經費
聖母醫護管理專科學校,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,676000
靜宜大學,行政院補助-教育部協助大專校院因應嚴重特殊傳染性肺炎影響衝擊補助2.0-一般大學 01--404505,私立學校教學獎助,351434
明道學校財團法人明道大學,行政院補助-教育部協助大專校院因應嚴重特殊傳染性肺炎影響衝擊補助2.0-一般大學(明道) 01--404505,私立學校教學獎助,139332
蘭陽技術學院,109年度技專校院「高等教育深耕計畫」第1期款 05--404505,技術職業教育行政及督導,1845000
逢甲大學,部份補助逢甲大學辦理109年度「學術網路資訊分享與分析暨縣市網資訊安全維運計畫(A-ISAC暨Mini-SOC)」 03--404505,資訊與科技教育行政及督導,1586504
玄奘大學,補助大學校院辦理109學年數位人文社會科學教學創新計畫-上學期經費(A11玄奘大學) 07--404505,資訊與科技教育行政及督導,48000
玄奘大學,補助大學校院辦理109學年數位人文社會科學教學創新計畫-上學期經費(A11玄奘大學) 07--404505,資訊與科技教育行政及督導,339500
德明財經科技大學,教育部補助大專校院109年度招收及輔導身心障礙學生工作計畫經費 06--404505,學生事務與特殊教育行政及督導,1746050
淡江大學,教育部補助109至111年大專校院申請設立基北宜區等8區校園安全維護及全民國防教育資源中心 05--404505,學生事務與特殊教育行政及督導,128154
長庚大學,109特色領域研究中心計畫 06--404505,高等教育行政及督導,16890500
長庚大學,109特色領域研究中心計畫 06--404505,高等教育行政及督導,3859500
慈惠醫護管理專科學校,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,7485000
慈惠醫護管理專科學校,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,1070000
美和學校財團法人美和科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,2800000
美和學校財團法人美和科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,12198234
黎明技術學院,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,5970000
黎明技術學院,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,1525000
中華學校財團法人中華科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,2350000
中華學校財團法人中華科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,9982700
樹人醫護管理專科學校,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,10103000
樹人醫護管理專科學校,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,2100000
義守大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第2期） 08--404505,私立學校教學獎助,3054114
實踐大學,行政院補助-教育部協助大專校院因應嚴重特殊傳染性肺炎影響衝擊補助2.0-一般大學(實踐) 01--404505,私立學校教學獎助,876635
財團法人景文科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第2期） 08--404505,私立學校教學獎助,1933749
淡江大學,行政院補助-協助大專校院學生因應疫情衝擊影響紓困措施 04--404505,高等教育行政及督導,10290
光宇學校財團法人元培醫事科技大學,教育部補助大專校院109年度招收及輔導身心障礙學生工作計畫經費（元培2期） 06--404505,學生事務與特殊教育行政及督導,2087354
光宇學校財團法人元培醫事科技大學,教育部補助大專校院109年度招收及輔導身心障礙學生工作計畫經費（元培2期） 06--404505,學生事務與特殊教育行政及督導,18000
中國文化大學,大專校院(一般大學)辦理教學助理勞保費、健保費、勞退費及衍生增加進用身心障礙者人事費 04--404505,高等教育行政及督導,400000
臺北醫學大學,109年大學校院辦理系（科）所、學位學程品質保證費用補助案 05--404505,高等教育行政及督導,200000
中國科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,20855000
中國科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,6230000
東南科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,7292500
東南科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,1570000
崑山科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,18680000
崑山科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,71183109
遠東科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,6080000
遠東科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,23767603
敏惠醫護管理專科學校,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,1120000
敏惠醫護管理專科學校,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,5540343
高苑科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,4743409
高苑科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,1480000
環球學校財團法人環球科技大學(原環球科技大學104.11.24更名),109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,2056433
修平學校財團法人修平科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,3480000
修平學校財團法人修平科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,18936890
大華學校財團法人大華科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,480000
大華學校財團法人大華科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,2370000
致理學校財團法人致理科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,5500000
致理學校財團法人致理科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,23383719
嘉藥學校財團法人嘉南藥理大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,30934510
嘉藥學校財團法人嘉南藥理大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,3414800
南臺科技大學,教育部補助大專校院109年度招收及輔導身心障礙學生工作計畫經費（南臺2期） 06--404505,學生事務與特殊教育行政及督導,2042792
東海大學,109年度獎勵私立大學校院校務發展計畫（私校獎補助）經費-東海 01--404505,私立學校教學獎助,26816668
東海大學,109年度獎勵私立大學校院校務發展計畫（私校獎補助）經費-東海 01--404505,私立學校教學獎助,67964579
大漢技術學院,109年技專校院請領辦理系(科)所、學位學程品質保證費用補助 04--404505,技術職業教育行政及督導,400000
中華大學,109年大學校院辦理系（科）所、學位學程品質保證費用補助案 05--404505,高等教育行政及督導,900000
銘傳大學,行政院補助-教育部協助大專校院因應嚴重特殊傳染性肺炎影響衝擊補助2.0-一般大學(銘傳) 01--404505,私立學校教學獎助,13844400
大葉大學,補助大學校院辦理109學年數位人文社會科學教學創新計畫-上學期經費(B02-2大葉大學) 07--404505,資訊與科技教育行政及督導,60900
大葉大學,補助大學校院辦理109學年數位人文社會科學教學創新計畫-上學期經費(B02-2大葉大學) 07--404505,資訊與科技教育行政及督導,253100
中華大學,補助「109年數位學伴計畫」夥伴大學、縣市政府實施計畫-第2期款 06--404505,資訊與科技教育行政及督導,826000
長榮大學,109年度「高等教育深耕計畫」第1部分主冊經費 06--404505,高等教育行政及督導,2154290
長榮大學,109年度「高等教育深耕計畫」第1部分主冊經費 06--404505,高等教育行政及督導,10981784
慈濟學校財團法人慈濟大學,109年度「高等教育深耕計畫」第1部分主冊經費 06--404505,高等教育行政及督導,4743986
慈濟學校財團法人慈濟大學,109年度「高等教育深耕計畫」第1部分主冊經費 06--404505,高等教育行政及督導,18975944
世新大學,109年度「高等教育深耕計畫」第1部分主冊經費 06--404505,高等教育行政及督導,19489634
世新大學,109年度「高等教育深耕計畫」第1部分主冊經費 06--404505,高等教育行政及督導,2759958
長庚大學,109年度「高等教育深耕計畫」第1部分主冊經費 06--404505,高等教育行政及督導,5638570
長庚大學,109年度「高等教育深耕計畫」第1部分主冊經費 06--404505,高等教育行政及督導,30292893
醒吾學校財團法人醒吾科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第2期） 08--404505,私立學校教學獎助,3619849
明新科技大學,109學年度「產學攜手合作計畫」新辦班經費補助 01--404505,技術職業教育行政及督導,300000
財團法人淡江大學,109年度獎勵私立大學校院校務發展計畫（私校獎補助）經費-淡江 01--404505,私立學校教學獎助,28961063
財團法人淡江大學,109年度獎勵私立大學校院校務發展計畫（私校獎補助）經費-淡江 01--404505,私立學校教學獎助,76211897
正修科技大學,109年度技專校院「高等教育深耕計畫」第2、3期款 05--404505,技術職業教育行政及督導,119788000
正修科技大學,109年度技專校院「高等教育深耕計畫」第2、3期款 05--404505,技術職業教育行政及督導,33900000
大仁科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,2290000
大仁科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,16041838
東方設計大學(原東方設計學院),109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,3345245
東方設計大學(原東方設計學院),109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,870000
中臺科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,3905000
中臺科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,17466748
東吳大學,教育部補助大專校院109年度招收及輔導身心障礙學生工作計畫經費 06--404505,學生事務與特殊教育行政及督導,1887725
中國文化大學,教育部補助大專校院109年度招收及輔導身心障礙學生工作計畫經費（文化2期） 06--404505,學生事務與特殊教育行政及督導,2243482
東南科技大學,教育部補助大專校院109年度招收及輔導身心障礙學生工作計畫經費（東南2期） 06--404505,學生事務與特殊教育行政及督導,992888
東南科技大學,教育部補助大專校院109年度招收及輔導身心障礙學生工作計畫經費（東南2期） 06--404505,學生事務與特殊教育行政及督導,18000
財團法人私立淡江大學(本部委辦私立高中以上軍訓及護理教師待遇經費),淡江大學代辦本部國民及學前教育署商借護理教師解O娟等5員申請108學年度強制休假補助費案 08--404505,私立學校教學獎助,80000
財團法人私立淡江大學(本部委辦私立高中以上軍訓及護理教師待遇經費),淡江大學代辦國民及學前教育署商借護理教師徐張O鳳等12員108學年度未休假加班費及休假補助費 08--404505,私立學校教學獎助,470106
中州學校財團法人中州科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,4687700
中州學校財團法人中州科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,920000
育英醫護管理專科學校,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,840000
育英醫護管理專科學校,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,2540000
華夏學校財團法人華夏科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,10298200
華夏學校財團法人華夏科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,2150000
大葉大學,行政院補助-協助大專校院學生因應疫情衝擊影響紓困措施 04--404505,高等教育行政及督導,9450
馬偕醫護管理專科學校,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,1980000
馬偕醫護管理專科學校,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,7715000
南亞技術學院（原桃園創新技術學院）,教育部補助大專校院109年度招收及輔導身心障礙學生工作計畫經費（南亞2期） 06--404505,學生事務與特殊教育行政及督導,1691890
實踐大學,教育部補助大專校院109年度招收及輔導身心障礙學生工作計畫經費（實踐2期） 06--404505,學生事務與特殊教育行政及督導,2011928
黎明技術學院,教育部補助大專校院109年度招收及輔導身心障礙學生工作計畫經費（黎明2期） 06--404505,學生事務與特殊教育行政及督導,2512821
開南大學,行政院補助-教育部協助大專校院因應嚴重特殊傳染性肺炎影響衝擊補助2.0-一般大學(開南) 01--404505,私立學校教學獎助,417143
修平學校財團法人修平科技大學,補助「109年數位學伴計畫」夥伴大學、縣市政府實施計畫-第2期款 06--404505,資訊與科技教育行政及督導,770000
朝陽科技大學,補助「109年數位學伴計畫」夥伴大學、縣市政府實施計畫-第2期款 06--404505,資訊與科技教育行政及督導,756000
亞洲大學,行政院補助-協助大專校院學生因應疫情衝擊影響紓困措施（亞洲） 04--404505,高等教育行政及督導,363825
亞東技術學院,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,8996750
亞東技術學院,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,1970000
僑光科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,8120516
僑光科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,1860000
慈濟學校財團法人慈濟科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,3970000
慈濟學校財團法人慈濟科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,13934873
大漢技術學院,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,3556000
大漢技術學院,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,735000
健行學校財團法人健行科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,15696662
健行學校財團法人健行科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,4305815
財團法人明志科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,28610000
財團法人明志科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,9175000
中國科技大學,為辦理私立大專校院護理教師109年1至7月份單位補充保費 08--404505,私立學校教學獎助,2238
中國文化大學,為辦理私立大專校院護理教師109年1至7月份單位補充保費 08--404505,私立學校教學獎助,2489
淡江大學,為辦理私立大專校院護理教師109年1至7月份單位補充保費 08--404505,私立學校教學獎助,5216
輔仁大學,為辦理私立大專校院護理教師109年1至7月份單位補充保費 08--404505,私立學校教學獎助,2802
萬能學校財團法人萬能科技大學,為辦理私立大專校院護理教師109年1至7月份單位補充保費 08--404505,私立學校教學獎助,5027
明新科技大學,為辦理私立大專校院護理教師109年1至7月份單位補充保費 08--404505,私立學校教學獎助,2238
中臺科技大學,為辦理私立大專校院護理教師109年1至7月份單位補充保費 08--404505,私立學校教學獎助,3115
東海大學,為辦理私立大專校院護理教師109年1至7月份單位補充保費 08--404505,私立學校教學獎助,2243
建國科技大學,為辦理私立大專校院護理教師109年1至7月份單位補充保費 08--404505,私立學校教學獎助,2178
嘉藥學校財團法人嘉南藥理大學,為辦理私立大專校院護理教師109年1至7月份單位補充保費 08--404505,私立學校教學獎助,2238
崑山科技大學,為辦理私立大專校院護理教師109年1至7月份單位補充保費 08--404505,私立學校教學獎助,1737
長榮大學,為辦理私立大專校院護理教師109年1至7月份單位補充保費 08--404505,私立學校教學獎助,2554
正修科技大學,為辦理私立大專校院護理教師109年1至7月份單位補充保費 08--404505,私立學校教學獎助,2243
遠東科技大學,為辦理私立大專校院護理教師109年1至7月份單位補充保費 08--404505,私立學校教學獎助,2238
光宇學校財團法人元培醫事科技大學,為辦理私立大專校院護理教師109年1至7月份單位補充保費 08--404505,私立學校教學獎助,2491
法鼓學校財團法人法鼓文理學院,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,265650
高雄醫學大學,109特色領域研究中心計畫 06--404505,高等教育行政及督導,4425000
高雄醫學大學,109特色領域研究中心計畫 06--404505,高等教育行政及督導,825000
中臺科技大學,109年度補助教學實踐研究計畫經費 05--403010,技術職業教育行政及督導,1435060
中臺科技大學,109年度補助教學實踐研究計畫經費 05--403010,技術職業教育行政及督導,141590
聖約翰科技大學,109年度補助教學實踐研究計畫經費 05--404505,技術職業教育行政及督導,1063750
文藻學校財團法人文藻外語大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,18061447
文藻學校財團法人文藻外語大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,4500000
吳鳳學校財團法人吳鳳科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,13366115
吳鳳學校財團法人吳鳳科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,1730000
樹德科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,6691575
樹德科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,23930767
樹德科技大學,行政院補助-協助大專校院學生因應疫情衝擊影響紓困措施 05--404505,技術職業教育行政及督導,60795
台南家專學校財團法人台南應用科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,2135000
台南家專學校財團法人台南應用科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,16033322
淡江大學,淡江大學--函報基北宜區「109年度績優軍訓教官表揚」初評實施計畫案 04--404505,學生事務與特殊教育行政及督導,22122
玄奘大學,行政院補助-教育部協助大專校院因應嚴重特殊傳染性肺炎影響衝擊補助2.0-一般大學 01--404505,私立學校教學獎助,9500
亞洲大學,部分補助109年度議題導向跨領域敘事力培育計畫(子2A、B類)課群暨教師社群發展計畫經費案(第1期款) 07--404505,資訊與科技教育行政及督導,480000
長庚學校財團法人長庚科技大學,部分補助109年度議題導向跨領域敘事力培育計畫(子2A、B類)課群暨教師社群發展計畫經費案(第1期款) 07--404505,資訊與科技教育行政及督導,390000
大仁科技大學,109年度補助教學實踐研究計畫經費 05--404505,技術職業教育行政及督導,2870975
財團法人耕莘健康管理專科學校,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,12110300
財團法人耕莘健康管理專科學校,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,2077450
醒吾學校財團法人醒吾科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,6050000
醒吾學校財團法人醒吾科技大學,109年度技專校院「高等教育深耕計畫」 05--404505,技術職業教育行政及督導,19460148
仁德醫護管理專科學校,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,9223218
仁德醫護管理專科學校,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,1684968
朝陽科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,5540000
朝陽科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,26133746
南臺科技大學,109年度技專校院「高等教育深耕計畫」第2、3期款 05--404505,技術職業教育行政及督導,91179840
南臺科技大學,109年度技專校院「高等教育深耕計畫」第2、3期款 05--404505,技術職業教育行政及督導,25962600
長榮大學,行政院補助-協助大專校院學生因應疫情衝擊影響紓困措施 04--404505,高等教育行政及督導,441053
佛光大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,340900
佛光大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,3313800
中華大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,5788255
中華大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,503395
廣亞學校財團法人育達科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,3541430
廣亞學校財團法人育達科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,780000
長庚學校財團法人長庚科技大學,109年度補助教學實踐研究計畫經費 05--404505,技術職業教育行政及督導,5186254
長庚學校財團法人長庚科技大學,109年度補助教學實踐研究計畫經費 05--404505,技術職業教育行政及督導,227946
明新科技大學,109年度補助教學實踐研究計畫經費 05--404505,技術職業教育行政及督導,81800
明新科技大學,109年度補助教學實踐研究計畫經費 05--404505,技術職業教育行政及督導,3344625
財團法人崇仁醫護管理專科學校,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,5131535
財團法人崇仁醫護管理專科學校,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,1430000
中華醫事科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,20476281
中華醫事科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,3775000
光宇學校財團法人元培醫事科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,2660000
光宇學校財團法人元培醫事科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,7394468
華夏學校財團法人華夏科技大學,行政院補助-教育部協助大專校院因應嚴重特殊傳染性肺炎影響衝擊補助2.0-華夏 01--404505,私立學校教學獎助,90000
大同大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,1871625
東吳大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,123000
東吳大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,1365100
元智大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,133956
元智大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,1305844
財團法人台灣首府大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,675050
玄奘大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,1452880
玄奘大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,32000
弘光科技大學,109年全國技專校院教務主管會議實施計畫 04--404505,技術職業教育行政及督導,390000
弘光科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,10465000
弘光科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,34600492
中國科技大學,教育部補助大專校院109年度招收及輔導身心障礙學生工作計畫經費（中國科大2期） 06--404505,學生事務與特殊教育行政及督導,1751509
大葉大學,教育部補助大專校院109年度招收及輔導身心障礙學生工作計畫經費（大葉2期） 06--404505,學生事務與特殊教育行政及督導,1811147
中州學校財團法人中州科技大學,教育部補助大專校院109年度招收及輔導身心障礙學生工作計畫經費（中州2期） 06--404505,學生事務與特殊教育行政及督導,45000
中州學校財團法人中州科技大學,教育部補助大專校院109年度招收及輔導身心障礙學生工作計畫經費（中州2期） 06--404505,學生事務與特殊教育行政及督導,1713436
美和學校財團法人美和科技大學,教育部補助大專校院109年度招收及輔導身心障礙學生工作計畫經費（美和2期） 06--404505,學生事務與特殊教育行政及督導,1930652
嘉藥學校財團法人嘉南藥理大學,109學年度「教育部補助大學校院辦理樂齡大學 04--404505,終身教育行政及督導,330000
城市學校財團法人臺北城市科技大學,109學年度「教育部補助大學校院辦理樂齡大學 04--404505,終身教育行政及督導,330000
世新大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,290395
世新大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,2842205
大葉大學,補助大學校院辦理109學年數位人文社會科學教學創新計畫-上學期經費(B02-1大葉大學) 07--404505,資訊與科技教育行政及督導,235100
大葉大學,補助大學校院辦理109學年數位人文社會科學教學創新計畫-上學期經費(B02-1大葉大學) 07--404505,資訊與科技教育行政及督導,25900
中華醫事科技大學,部分補助109年度議題導向跨領域敘事力培育計畫(子2A、B類)課群暨教師社群發展計畫經費案(第1期款) 07--404505,資訊與科技教育行政及督導,666000
東海大學,補助「109年數位學伴計畫」夥伴大學、縣市政府實施計畫-第2期款 06--404505,資訊與科技教育行政及督導,756000
正修科技大學,補助「109年數位學伴計畫」夥伴大學、縣市政府實施計畫-第2期款 06--404505,資訊與科技教育行政及督導,1120000
財團法人真理大學,部分補助109年度議題導向跨領域敘事力培育計畫(子1)跨院系新創課程發展計畫經費案(第1期款)-真理 07--404505,資訊與科技教育行政及督導,1710000
馬偕醫護管理專科學校,109年度補助教學實踐研究計畫經費 05--404505,技術職業教育行政及督導,764650
馬偕醫護管理專科學校,109年度補助教學實踐研究計畫經費 05--404505,技術職業教育行政及督導,30000
財團法人輔英科技大學,109年度補助教學實踐研究計畫經費 05--404505,技術職業教育行政及督導,3159600
財團法人輔英科技大學,109年度補助教學實踐研究計畫經費 05--404505,技術職業教育行政及督導,313400
中原大學,行政院補助-教育部協助大專校院因應嚴重特殊傳染性肺炎影響衝擊補助2.0-一般大學(中原) 01--404505,私立學校教學獎助,145248
崑山科技大學,行政院補助-教育部協助大專校院因應嚴重特殊傳染性肺炎影響衝擊補助2.0-崑山 01--404505,私立學校教學獎助,244116
文藻學校財團法人文藻外語大學,行政院補助-教育部協助大專校院因應嚴重特殊傳染性肺炎影響衝擊補助2.0-文藻 01--404505,私立學校教學獎助,48720
城市學校財團法人臺北城市科技大學,行政院補助-教育部協助大專校院因應嚴重特殊傳染性肺炎影響衝擊補助2.0-城市 01--404505,私立學校教學獎助,87500
中國醫藥大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,3851600
中國醫藥大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,88300
東吳大學,109年度「高等教育深耕計畫」第1部分主冊經費 06--404505,高等教育行政及督導,25511166
東吳大學,109年度「高等教育深耕計畫」第1部分主冊經費 06--404505,高等教育行政及督導,6359443
中國文化大學,109年度「高等教育深耕計畫」第1部分主冊經費化 06--404505,高等教育行政及督導,4056424
中國文化大學,109年度「高等教育深耕計畫」第1部分主冊經費化 06--404505,高等教育行政及督導,16225697
馬偕學校財團法人馬偕醫學院,109年度「高等教育深耕計畫」第1部分主冊經費 06--404505,高等教育行政及督導,11233114
馬偕學校財團法人馬偕醫學院,109年度「高等教育深耕計畫」第1部分主冊經費 06--404505,高等教育行政及督導,2791908
高雄醫學大學,109年度「高等教育深耕計畫」第1部分主冊經費 06--404505,高等教育行政及督導,45415654
高雄醫學大學,109年度「高等教育深耕計畫」第1部分主冊經費 06--404505,高等教育行政及督導,10986413
華梵大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,258750
大同大學,行政院補助-協助大專校院學生因應疫情衝擊影響紓困措施 04--404505,高等教育行政及督導,9450
財團法人真理大學,109年度本部補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,78960
財團法人真理大學,109年度本部補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,742715
長榮大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,1759500
開南大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,204700
財團法人新生醫護管理專科學校,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,6358150
財團法人新生醫護管理專科學校,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,1695000
聖約翰科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,4811930
聖約翰科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,1230000
財團法人景文科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,4620000
財團法人景文科技大學,109年度技專校院「高等教育深耕計畫」第2期款 05--404505,技術職業教育行政及督導,15120402
臺北醫學大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,5033750
臺北醫學大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,367800
中原大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,582389
中原大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,5067561
中國文化大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,167500
中國文化大學,109年度補助教學實踐研究計畫經費 01--404505,高等教育行政及督導,4369250
大同大學,109年度獎勵私立大學校院校務發展計畫（私校獎補助）經費-大同 01--404505,私立學校教學獎助,10319192
